,task,xo_idx,xo_specified,xo_known,algorithm,beta,samples_datetime,dist_gt_mean,dist_gt_std,dist_samples_mean,dist_samples_std,dist_estimate_mean,dist_estimate_std,r_dist_gt_estimate,mse_dist_gt_estimate,r_dist_samples_estimate,mse_dist_samples_estimate,c2st
495,two_moons,8,misspecified,unknown,GBI,1000.0,2023_05_07__22_26_00,0.27301943,0.0041435966,0.27580377,0.03701804,0.2582989,0.0011832662,-0.033890937,0.00023559103,0.016067026,0.0016764742,0.9208
496,two_moons,8,misspecified,unknown,GT,10.0,2023_05_04__01_37_00,0.38160092,0.095531285,0.3856863,0.11121099,0.38319588,0.09449078,0.98249257,0.0003196397,0.8745872,0.0029209617,
497,two_moons,8,misspecified,unknown,GT,100.0,2023_05_04__01_37_00,0.28414306,0.0119159315,0.28715405,0.042704534,0.28877738,0.019963128,0.5764547,0.0002876865,0.14960076,0.0019693717,
498,two_moons,8,misspecified,unknown,GT,1000.0,2023_05_04__01_37_00,0.27577183,0.0040793885,0.27875838,0.04029777,0.2803587,0.015866628,0.2105175,0.00026213075,0.027156295,0.0018431261,
499,two_moons,8,misspecified,unknown,NLE,1.0,2023_05_07__22_20_15,1.2405269,0.88064355,1.2547896,0.89804983,1.22789,0.87212014,0.9997363,0.000637292,0.99225986,0.0135177625,
500,two_moons,8,misspecified,unknown,NPE,1.0,2023_05_07__22_20_15,0.28638765,0.05344793,0.28931725,0.0669013,0.2854349,0.054088917,0.9496695,0.00029226512,0.7861179,0.0017268021,
501,two_moons,8,misspecified,unknown,eGBI,10.0,2023_05_07__22_26_00,0.3815523,0.099800706,0.38512114,0.112533346,0.38276327,0.098849766,0.98426735,0.0003127244,0.87646854,0.002940515,0.4948
502,two_moons,8,misspecified,unknown,eGBI,100.0,2023_05_07__22_26_00,0.28599802,0.017685464,0.28897214,0.044306662,0.28936708,0.023254385,0.6909545,0.00029650546,0.2606318,0.001966539,0.5862
503,two_moons,8,misspecified,unknown,eGBI,1000.0,2023_05_07__22_26_00,0.2749899,0.011056073,0.27776688,0.04031425,0.27853045,0.016824309,0.3906376,0.0002724518,0.09975239,0.0017732084,0.8489
504,two_moons,9,specified,known,ABC,10.0,2023_05_07__22_26_00,0.060442466,0.055345338,0.05914033,0.054463238,0.061784558,0.054877598,0.9915503,5.2316012e-05,0.93044937,0.0004145928,
505,two_moons,9,specified,known,ABC,100.0,2023_05_07__22_26_00,0.017867718,0.013794899,0.019519772,0.018388422,0.024894126,0.008457331,0.95699817,8.712346e-05,0.78607595,0.00019074463,
506,two_moons,9,specified,known,ABC,1000.0,2023_05_07__22_26_00,0.009290494,0.0055790707,0.008512765,0.0077614314,0.020905722,0.0028547244,0.7788094,0.00014909188,0.28693318,0.00020814611,
507,two_moons,9,specified,known,GBI,10.0,2023_05_07__22_26_00,0.07816574,0.07785621,0.079345375,0.08236001,0.080087416,0.07858775,0.9959131,5.42284e-05,0.956853,0.0005732032,0.5064
508,two_moons,9,specified,known,GBI,100.0,2023_05_07__22_26_00,0.018583495,0.013106577,0.01879429,0.016676871,0.024722492,0.0076975413,0.9474266,7.7545126e-05,0.7574629,0.00017801273,0.5655
509,two_moons,9,specified,known,GBI,1000.0,2023_05_07__22_26_00,0.0061298274,0.0026364254,0.0060669207,0.005593762,0.017465748,0.0013060643,0.5668646,0.00013325486,0.23922896,0.0001594278,0.7683
510,two_moons,9,specified,known,GT,10.0,2023_05_04__01_37_00,0.075921066,0.0745194,0.07689255,0.07937021,0.07811725,0.074867144,0.995437,5.5847217e-05,0.9540009,0.0005683394,
511,two_moons,9,specified,known,GT,100.0,2023_05_04__01_37_00,0.012552409,0.009435957,0.012538161,0.01255565,0.02204776,0.0051426105,0.9183806,0.000116510484,0.70725113,0.00018317201,
512,two_moons,9,specified,known,GT,1000.0,2023_05_04__01_37_00,0.0040601953,0.0010091268,0.003956577,0.003304595,0.018469512,0.0014218077,0.23528937,0.00020999262,0.07761003,0.00022283543,
513,two_moons,9,specified,known,NLE,1.0,2023_05_07__22_20_15,0.0061333296,0.0022688375,0.006207518,0.006204066,0.01922781,0.0018543053,0.53442883,0.00017555385,0.20914909,0.00020663724,
514,two_moons,9,specified,known,NPE,1.0,2023_05_07__22_20_15,0.009196465,0.042397883,0.0092705395,0.045731075,0.02245007,0.04215237,0.9985782,0.00018079973,0.9865361,0.00023840318,
515,two_moons,9,specified,known,eGBI,10.0,2023_05_07__22_26_00,0.077726245,0.078012034,0.07911795,0.08263088,0.08014315,0.0787076,0.9958861,5.683406e-05,0.95524615,0.00059845246,0.4974
516,two_moons,9,specified,known,eGBI,100.0,2023_05_07__22_26_00,0.01376071,0.011859943,0.013735984,0.014691016,0.02276911,0.007955614,0.92762285,0.00011004732,0.7635938,0.00018220332,0.5011
517,two_moons,9,specified,known,eGBI,1000.0,2023_05_07__22_26_00,0.0077103684,0.01836208,0.0076940493,0.019720104,0.020796198,0.015828202,0.9893873,0.00018382583,0.94608176,0.00022046268,0.5775
518,two_moons,9,specified,unknown,ABC,10.0,2023_05_07__22_26_00,0.08229199,0.10177743,0.0797502,0.09854714,0.08430603,0.10215621,0.998457,3.5641537e-05,0.97620535,0.00050303125,
